theta   d_times   d_db
2.817847   0.151783   -8.187764
2.819418   0.150364   -8.228552
2.820990   0.148951   -8.269554
2.822561   0.147544   -8.310772
2.824133   0.146143   -8.352208
2.825705   0.144748   -8.393865
2.827276   0.143359   -8.435743
2.828848   0.141976   -8.477846
2.830419   0.140599   -8.520176
2.831991   0.139228   -8.562734
2.833563   0.137863   -8.605524
2.835134   0.136504   -8.648547
2.836706   0.135151   -8.691805
2.838277   0.133804   -8.735302
2.839849   0.132463   -8.779039
2.841420   0.131129   -8.823019
2.842992   0.129800   -8.867245
2.844564   0.128478   -8.911718
2.846135   0.127162   -8.956442
2.847707   0.125851   -9.001419
2.849278   0.124547   -9.046651
2.850850   0.123250   -9.092142
2.852422   0.121958   -9.137894
2.853993   0.120673   -9.183910
2.855565   0.119394   -9.230192
2.857136   0.118121   -9.276744
2.858708   0.116854   -9.323568
2.860279   0.115593   -9.370668
2.861851   0.114339   -9.418046
2.863423   0.113091   -9.465705
2.864994   0.111850   -9.513649
2.866566   0.110614   -9.561881
2.868137   0.109385   -9.610403
2.869709   0.108163   -9.659220
2.871281   0.106947   -9.708334
2.872852   0.105737   -9.757749
2.874424   0.104533   -9.807468
2.875995   0.103336   -9.857495
2.877567   0.102145   -9.907834
2.879138   0.100960   -9.958487
2.880710   0.099782   -10.009459
2.882282   0.098611   -10.060754
2.883853   0.097446   -10.112375
2.885425   0.096287   -10.164326
2.886996   0.095135   -10.216611
2.888568   0.093989   -10.269234
2.890140   0.092850   -10.322200
2.891711   0.091717   -10.375512
2.893283   0.090590   -10.429175
2.894854   0.089471   -10.483194
2.896426   0.088357   -10.537572
2.897997   0.087251   -10.592314
2.899569   0.086150   -10.647425
2.901141   0.085057   -10.702909
2.902712   0.083970   -10.758772
2.904284   0.082889   -10.815018
2.905855   0.081815   -10.871652
2.907427   0.080748   -10.928679
2.908998   0.079687   -10.986105
2.910570   0.078633   -11.043934
2.912142   0.077586   -11.102173
2.913713   0.076545   -11.160826
2.915285   0.075511   -11.219900
2.916856   0.074483   -11.279400
2.918428   0.073463   -11.339332
2.920000   0.072449   -11.399702
2.921571   0.071441   -11.460516
2.923143   0.070440   -11.521780
2.924714   0.069446   -11.583501
2.926286   0.068459   -11.645686
2.927857   0.067479   -11.708340
2.929429   0.066505   -11.771472
2.931001   0.065538   -11.835087
2.932572   0.064577   -11.899193
2.934144   0.063624   -11.963798
2.935715   0.062677   -12.028908
2.937287   0.061737   -12.094531
2.938859   0.060804   -12.160676
2.940430   0.059878   -12.227350
2.942002   0.058958   -12.294561
2.943573   0.058045   -12.362318
2.945145   0.057140   -12.430629
2.946716   0.056241   -12.499503
2.948288   0.055348   -12.568950
2.949860   0.054463   -12.638978
2.951431   0.053585   -12.709597
2.953003   0.052713   -12.780816
2.954574   0.051848   -12.852645
2.956146   0.050991   -12.925095
2.957718   0.050140   -12.998176
2.959289   0.049296   -13.071899
2.960861   0.048459   -13.146275
2.962432   0.047629   -13.221315
2.964004   0.046806   -13.297030
2.965575   0.045989   -13.373432
2.967147   0.045180   -13.450535
2.968719   0.044378   -13.528349
2.970290   0.043582   -13.606889
2.971862   0.042794   -13.686167
2.973433   0.042013   -13.766196
2.975005   0.041238   -13.846992
2.976577   0.040471   -13.928568
2.978148   0.039711   -14.010939
2.979720   0.038957   -14.094120
2.981291   0.038211   -14.178127
2.982863   0.037472   -14.262976
2.984434   0.036739   -14.348684
2.986006   0.036014   -14.435268
2.987578   0.035296   -14.522745
2.989149   0.034585   -14.611134
2.990721   0.033881   -14.700453
2.992292   0.033184   -14.790722
2.993864   0.032494   -14.881961
2.995436   0.031811   -14.974190
2.997007   0.031136   -15.067430
2.998579   0.030467   -15.161704
3.000150   0.029806   -15.257034
3.001722   0.029151   -15.353443
3.003293   0.028504   -15.450957
3.004865   0.027864   -15.549599
3.006437   0.027231   -15.649396
3.008008   0.026605   -15.750374
3.009580   0.025986   -15.852562
3.011151   0.025375   -15.955989
3.012723   0.024770   -16.060683
3.014295   0.024173   -16.166677
3.015866   0.023583   -16.274001
3.017438   0.023000   -16.382691
3.019009   0.022424   -16.492779
3.020581   0.021856   -16.604302
3.022152   0.021295   -16.717297
3.023724   0.020741   -16.831803
3.025296   0.020194   -16.947861
3.026867   0.019654   -17.065513
3.028439   0.019121   -17.184801
3.030010   0.018596   -17.305773
3.031582   0.018078   -17.428475
3.033153   0.017567   -17.552957
3.034725   0.017064   -17.679270
3.036297   0.016567   -17.807469
3.037868   0.016078   -17.937611
3.039440   0.015596   -18.069754
3.041011   0.015122   -18.203961
3.042583   0.014654   -18.340295
3.044155   0.014194   -18.478825
3.045726   0.013742   -18.619622
3.047298   0.013296   -18.762761
3.048869   0.012858   -18.908320
3.050441   0.012427   -19.056382
3.052012   0.012003   -19.207034
3.053584   0.011587   -19.360367
3.055156   0.011178   -19.516476
3.056727   0.010776   -19.675465
3.058299   0.010381   -19.837440
3.059870   0.009994   -20.002516
3.061442   0.009614   -20.170811
3.063014   0.009242   -20.342453
3.064585   0.008877   -20.517577
3.066157   0.008519   -20.696327
3.067728   0.008168   -20.878855
3.069300   0.007825   -21.065323
3.070871   0.007489   -21.255904
3.072443   0.007160   -21.450783
3.074015   0.006839   -21.650156
3.075586   0.006525   -21.854236
3.077158   0.006218   -22.063248
3.078729   0.005919   -22.277435
3.080301   0.005627   -22.497061
3.081873   0.005343   -22.722406
3.083444   0.005066   -22.953775
3.085016   0.004796   -23.191498
3.086587   0.004533   -23.435934
3.088159   0.004278   -23.687470
3.089730   0.004030   -23.946529
3.091302   0.003790   -24.213576
3.092874   0.003557   -24.489117
3.094445   0.003331   -24.773707
3.096017   0.003113   -25.067962
3.097588   0.002902   -25.372557
3.099160   0.002699   -25.688246
3.100732   0.002503   -26.015864
3.102303   0.002314   -26.356349
3.103875   0.002133   -26.710749
3.105446   0.001959   -27.080249
3.107018   0.001792   -27.466191
3.108589   0.001633   -27.870105
3.110161   0.001481   -28.293744
3.111733   0.001337   -28.739132
3.113304   0.001200   -29.208621
3.114876   0.001070   -29.704967
3.116447   0.000948   -30.231428
3.118019   0.000833   -30.791891
3.119591   0.000726   -31.391051
3.121162   0.000626   -32.034647
3.122734   0.000533   -32.729798
3.124305   0.000448   -33.485486
3.125877   0.000370   -34.313262
3.127448   0.000300   -35.228342
3.129020   0.000237   -36.251327
3.130592   0.000182   -37.411107
3.132163   0.000133   -38.749988
3.133735   0.000093   -40.333559
3.135306   0.000059   -42.271700
3.136878   0.000033   -44.770392
3.138449   0.000015   -48.292036
3.140021   0.000004   -54.311743
3.141593   0.000000   -90.000000
