theta   d_times   d_db
1.395565   1.454451   1.626991
1.397137   1.455257   1.629397
1.398708   1.456056   1.631781
1.400280   1.456848   1.634143
1.401851   1.457633   1.636483
1.403423   1.458411   1.638801
1.404994   1.459183   1.641096
1.406566   1.459947   1.643370
1.408138   1.460704   1.645621
1.409709   1.461454   1.647851
1.411281   1.462197   1.650058
1.412852   1.462933   1.652244
1.414424   1.463662   1.654407
1.415995   1.464384   1.656549
1.417567   1.465099   1.658668
1.419139   1.465806   1.660766
1.420710   1.466507   1.662842
1.422282   1.467201   1.664895
1.423853   1.467887   1.666927
1.425425   1.468567   1.668937
1.426997   1.469239   1.670925
1.428568   1.469904   1.672891
1.430140   1.470562   1.674835
1.431711   1.471213   1.676757
1.433283   1.471857   1.678657
1.434854   1.472494   1.680535
1.436426   1.473124   1.682392
1.437998   1.473746   1.684227
1.439569   1.474361   1.686040
1.441141   1.474970   1.687831
1.442712   1.475571   1.689600
1.444284   1.476164   1.691347
1.445856   1.476751   1.693073
1.447427   1.477331   1.694777
1.448999   1.477903   1.696459
1.450570   1.478468   1.698119
1.452142   1.479026   1.699758
1.453713   1.479577   1.701374
1.455285   1.480120   1.702969
1.456857   1.480656   1.704543
1.458428   1.481185   1.706094
1.460000   1.481707   1.707624
1.461571   1.482222   1.709132
1.463143   1.482729   1.710618
1.464715   1.483229   1.712083
1.466286   1.483722   1.713526
1.467858   1.484208   1.714947
1.469429   1.484686   1.716347
1.471001   1.485157   1.717724
1.472572   1.485621   1.719081
1.474144   1.486078   1.720415
1.475716   1.486527   1.721728
1.477287   1.486969   1.723019
1.478859   1.487404   1.724289
1.480430   1.487831   1.725537
1.482002   1.488251   1.726763
1.483574   1.488664   1.727968
1.485145   1.489070   1.729151
1.486717   1.489468   1.730312
1.488288   1.489859   1.731452
1.489860   1.490243   1.732570
1.491431   1.490619   1.733667
1.493003   1.490988   1.734742
1.494575   1.491350   1.735795
1.496146   1.491704   1.736827
1.497718   1.492051   1.737838
1.499289   1.492391   1.738826
1.500861   1.492723   1.739793
1.502433   1.493048   1.740739
1.504004   1.493366   1.741663
1.505576   1.493677   1.742566
1.507147   1.493980   1.743447
1.508719   1.494275   1.744306
1.510290   1.494564   1.745144
1.511862   1.494844   1.745960
1.513434   1.495118   1.746755
1.515005   1.495384   1.747528
1.516577   1.495643   1.748280
1.518148   1.495895   1.749010
1.519720   1.496139   1.749719
1.521291   1.496376   1.750406
1.522863   1.496605   1.751072
1.524435   1.496827   1.751716
1.526006   1.497042   1.752339
1.527578   1.497249   1.752940
1.529149   1.497449   1.753519
1.530721   1.497641   1.754078
1.532293   1.497826   1.754614
1.533864   1.498004   1.755129
1.535436   1.498174   1.755623
1.537007   1.498337   1.756095
1.538579   1.498493   1.756546
1.540150   1.498641   1.756975
1.541722   1.498781   1.757383
1.543294   1.498915   1.757770
1.544865   1.499041   1.758134
1.546437   1.499159   1.758478
1.548008   1.499270   1.758800
1.549580   1.499374   1.759100
1.551152   1.499470   1.759379
1.552723   1.499559   1.759637
1.554295   1.499641   1.759873
1.555866   1.499715   1.760087
1.557438   1.499782   1.760280
1.559009   1.499841   1.760452
1.560581   1.499893   1.760602
1.562153   1.499937   1.760731
1.563724   1.499974   1.760838
1.565296   1.500004   1.760924
1.566867   1.500026   1.760988
1.568439   1.500041   1.761031
1.570011   1.500048   1.761053
1.571582   1.500048   1.761053
1.573154   1.500041   1.761031
1.574725   1.500026   1.760988
1.576297   1.500004   1.760924
1.577868   1.499974   1.760838
1.579440   1.499937   1.760731
1.581012   1.499893   1.760602
1.582583   1.499841   1.760452
1.584155   1.499782   1.760280
1.585726   1.499715   1.760087
1.587298   1.499641   1.759873
1.588870   1.499559   1.759637
1.590441   1.499470   1.759379
1.592013   1.499374   1.759100
1.593584   1.499270   1.758800
1.595156   1.499159   1.758478
1.596727   1.499041   1.758134
1.598299   1.498915   1.757770
1.599871   1.498781   1.757383
1.601442   1.498641   1.756975
1.603014   1.498493   1.756546
1.604585   1.498337   1.756095
1.606157   1.498174   1.755623
1.607729   1.498004   1.755129
1.609300   1.497826   1.754614
1.610872   1.497641   1.754078
1.612443   1.497449   1.753519
1.614015   1.497249   1.752940
1.615586   1.497042   1.752339
1.617158   1.496827   1.751716
1.618730   1.496605   1.751072
1.620301   1.496376   1.750406
1.621873   1.496139   1.749719
1.623444   1.495895   1.749010
1.625016   1.495643   1.748280
1.626587   1.495384   1.747528
1.628159   1.495118   1.746755
1.629731   1.494844   1.745960
1.631302   1.494564   1.745144
1.632874   1.494275   1.744306
1.634445   1.493980   1.743447
1.636017   1.493677   1.742566
1.637589   1.493366   1.741663
1.639160   1.493048   1.740739
1.640732   1.492723   1.739793
1.642303   1.492391   1.738826
1.643875   1.492051   1.737838
1.645446   1.491704   1.736827
1.647018   1.491350   1.735795
1.648590   1.490988   1.734742
1.650161   1.490619   1.733667
1.651733   1.490243   1.732570
1.653304   1.489859   1.731452
1.654876   1.489468   1.730312
1.656448   1.489070   1.729151
1.658019   1.488664   1.727968
1.659591   1.488251   1.726763
1.661162   1.487831   1.725537
1.662734   1.487404   1.724289
1.664305   1.486969   1.723019
1.665877   1.486527   1.721728
1.667449   1.486078   1.720415
1.669020   1.485621   1.719081
1.670592   1.485157   1.717724
1.672163   1.484686   1.716347
1.673735   1.484208   1.714947
1.675307   1.483722   1.713526
1.676878   1.483229   1.712083
1.678450   1.482729   1.710618
1.680021   1.482222   1.709132
1.681593   1.481707   1.707624
1.683164   1.481185   1.706094
1.684736   1.480656   1.704543
1.686308   1.480120   1.702969
1.687879   1.479577   1.701374
1.689451   1.479026   1.699758
1.691022   1.478468   1.698119
1.692594   1.477903   1.696459
1.694166   1.477331   1.694777
1.695737   1.476751   1.693073
1.697309   1.476164   1.691347
1.698880   1.475571   1.689600
1.700452   1.474970   1.687831
1.702023   1.474361   1.686040
1.703595   1.473746   1.684227
1.705167   1.473124   1.682392
1.706738   1.472494   1.680535
1.708310   1.471857   1.678657
1.709881   1.471213   1.676757
1.711453   1.470562   1.674835
1.713025   1.469904   1.672891
1.714596   1.469239   1.670925
1.716168   1.468567   1.668937
1.717739   1.467887   1.666927
1.719311   1.467201   1.664895
1.720882   1.466507   1.662842
1.722454   1.465806   1.660766
1.724026   1.465099   1.658668
1.725597   1.464384   1.656549
1.727169   1.463662   1.654407
1.728740   1.462933   1.652244
1.730312   1.462197   1.650058
1.731883   1.461454   1.647851
1.733455   1.460704   1.645621
1.735027   1.459947   1.643370
1.736598   1.459183   1.641096
1.738170   1.458411   1.638801
1.739741   1.457633   1.636483
1.741313   1.456848   1.634143
1.742885   1.456056   1.631781
1.744456   1.455257   1.629397
1.746028   1.454451   1.626991
1.747599   1.453638   1.624563
1.749171   1.452818   1.622112
1.750742   1.451991   1.619640
1.752314   1.451157   1.617145
1.753886   1.450317   1.614628
1.755457   1.449469   1.612089
1.757029   1.448614   1.609528
1.758600   1.447753   1.606944
1.760172   1.446884   1.604339
1.761744   1.446009   1.601711
1.763315   1.445127   1.599060
1.764887   1.444238   1.596388
1.766458   1.443342   1.593693
1.768030   1.442439   1.590976
1.769601   1.441530   1.588237
1.771173   1.440614   1.585475
1.772745   1.439690   1.582691
1.774316   1.438760   1.579884
1.775888   1.437823   1.577056
1.777459   1.436880   1.574204
1.779031   1.435929   1.571331
1.780603   1.434972   1.568435
1.782174   1.434008   1.565516
1.783746   1.433037   1.562575
1.785317   1.432060   1.559612
1.786889   1.431076   1.556626
1.788460   1.430085   1.553618
1.790032   1.429087   1.550587
1.791604   1.428083   1.547534
1.793175   1.427072   1.544458
1.794747   1.426054   1.541360
1.796318   1.425030   1.538239
1.797890   1.423998   1.535095
1.799462   1.422961   1.531929
1.801033   1.421916   1.528740
1.802605   1.420865   1.525529
1.804176   1.419807   1.522295
1.805748   1.418743   1.519038
1.807319   1.417672   1.515758
1.808891   1.416595   1.512456
1.810463   1.415511   1.509131
1.812034   1.414420   1.505784
1.813606   1.413323   1.502413
1.815177   1.412219   1.499020
1.816749   1.411109   1.495604
1.818321   1.409992   1.492166
1.819892   1.408868   1.488704
1.821464   1.407738   1.485220
1.823035   1.406602   1.481713
1.824607   1.405459   1.478182
1.826178   1.404310   1.474629
1.827750   1.403154   1.471053
1.829322   1.401992   1.467455
1.830893   1.400823   1.463833
1.832465   1.399648   1.460188
1.834036   1.398466   1.456520
1.835608   1.397278   1.452829
1.837179   1.396084   1.449115
1.838751   1.394883   1.445379
1.840323   1.393676   1.441619
1.841894   1.392463   1.437835
1.843466   1.391243   1.434029
1.845037   1.390017   1.430200
1.846609   1.388784   1.426347
1.848181   1.387545   1.422472
1.849752   1.386300   1.418573
1.851324   1.385049   1.414651
1.852895   1.383791   1.410706
1.854467   1.382527   1.406737
1.856038   1.381257   1.402745
1.857610   1.379981   1.398730
1.859182   1.378698   1.394692
1.860753   1.377409   1.390630
1.862325   1.376114   1.386545
1.863896   1.374813   1.382436
1.865468   1.373506   1.378304
1.867040   1.372192   1.374149
1.868611   1.370872   1.369970
1.870183   1.369546   1.365768
1.871754   1.368214   1.361542
1.873326   1.366876   1.357292
1.874897   1.365532   1.353019
1.876469   1.364182   1.348723
1.878041   1.362826   1.344403
1.879612   1.361463   1.340059
1.881184   1.360095   1.335692
1.882755   1.358720   1.331301
1.884327   1.357340   1.326886
1.885899   1.355953   1.322448
1.887470   1.354561   1.317986
1.889042   1.353163   1.313500
1.890613   1.351758   1.308990
1.892185   1.350348   1.304457
1.893756   1.348932   1.299899
1.895328   1.347509   1.295318
1.896900   1.346081   1.290713
1.898471   1.344647   1.286084
1.900043   1.343208   1.281431
1.901614   1.341762   1.276755
1.903186   1.340310   1.272054
1.904758   1.338853   1.267329
1.906329   1.337390   1.262580
1.907901   1.335921   1.257807
1.909472   1.334446   1.253010
1.911044   1.332965   1.248189
1.912615   1.331479   1.243344
1.914187   1.329987   1.238474
1.915759   1.328489   1.233580
1.917330   1.326986   1.228663
1.918902   1.325477   1.223720
1.920473   1.323962   1.218754
1.922045   1.322441   1.213763
1.923617   1.320915   1.208748
1.925188   1.319383   1.203709
1.926760   1.317845   1.198645
1.928331   1.316302   1.193557
1.929903   1.314754   1.188444
1.931474   1.313199   1.183307
1.933046   1.311640   1.178145
1.934618   1.310074   1.172959
1.936189   1.308503   1.167748
1.937761   1.306927   1.162513
1.939332   1.305345   1.157253
1.940904   1.303757   1.151968
1.942475   1.302165   1.146659
1.944047   1.300566   1.141325
1.945619   1.298962   1.135966
1.947190   1.297353   1.130582
1.948762   1.295739   1.125174
1.950333   1.294119   1.119740
1.951905   1.292493   1.114282
1.953477   1.290862   1.108799
1.955048   1.289226   1.103291
1.956620   1.287585   1.097759
1.958191   1.285938   1.092201
1.959763   1.284286   1.086618
1.961334   1.282629   1.081010
1.962906   1.280966   1.075377
1.964478   1.279298   1.069718
1.966049   1.277625   1.064035
1.967621   1.275947   1.058327
1.969192   1.274264   1.052593
1.970764   1.272575   1.046834
1.972336   1.270881   1.041049
1.973907   1.269182   1.035240
1.975479   1.267478   1.029405
1.977050   1.265769   1.023544
1.978622   1.264055   1.017659
1.980193   1.262335   1.011747
1.981765   1.260611   1.005811
1.983337   1.258881   0.999848
1.984908   1.257147   0.993860
1.986480   1.255407   0.987847
1.988051   1.253663   0.981808
1.989623   1.251913   0.975743
1.991195   1.250159   0.969653
1.992766   1.248400   0.963536
1.994338   1.246635   0.957394
1.995909   1.244866   0.951227
1.997481   1.243092   0.945033
1.999052   1.241313   0.938813
2.000624   1.239529   0.932568
2.002196   1.237741   0.926297
2.003767   1.235947   0.919999
2.005339   1.234149   0.913676
2.006910   1.232346   0.907326
2.008482   1.230538   0.900950
2.010054   1.228725   0.894549
2.011625   1.226908   0.888121
2.013197   1.225086   0.881666
2.014768   1.223259   0.875186
2.016340   1.221428   0.868679
2.017911   1.219592   0.862146
2.019483   1.217751   0.855586
2.021055   1.215906   0.849000
2.022626   1.214056   0.842388
2.024198   1.212202   0.835749
2.025769   1.210343   0.829083
2.027341   1.208479   0.822391
2.028913   1.206611   0.815672
2.030484   1.204738   0.808927
2.032056   1.202861   0.802155
2.033627   1.200980   0.795356
2.035199   1.199093   0.788530
2.036770   1.197203   0.781678
2.038342   1.195308   0.774799
2.039914   1.193409   0.767892
2.041485   1.191505   0.760959
2.043057   1.189597   0.753999
2.044628   1.187685   0.747011
2.046200   1.185768   0.739997
2.047771   1.183847   0.732955
2.049343   1.181922   0.725887
2.050915   1.179992   0.718791
2.052486   1.178058   0.711667
2.054058   1.176120   0.704517
2.055629   1.174178   0.697339
2.057201   1.172231   0.690133
2.058773   1.170281   0.682901
2.060344   1.168326   0.675640
2.061916   1.166367   0.668352
2.063487   1.164404   0.661037
2.065059   1.162437   0.653694
2.066630   1.160466   0.646323
2.068202   1.158490   0.638925
2.069774   1.156511   0.631498
2.071345   1.154528   0.624044
2.072917   1.152541   0.616562
2.074488   1.150549   0.609052
2.076060   1.148554   0.601515
2.077632   1.146555   0.593949
2.079203   1.144552   0.586355
2.080775   1.142545   0.578733
2.082346   1.140534   0.571082
2.083918   1.138519   0.563404
2.085489   1.136501   0.555697
2.087061   1.134478   0.547962
2.088633   1.132452   0.540199
2.090204   1.130422   0.532407
2.091776   1.128389   0.524587
2.093347   1.126351   0.516738
2.094919   1.124310   0.508861
2.096491   1.122265   0.500955
2.098062   1.120217   0.493020
2.099634   1.118164   0.485056
2.101205   1.116109   0.477064
2.102777   1.114049   0.469043
2.104348   1.111986   0.460993
2.105920   1.109919   0.452914
2.107492   1.107849   0.444807
2.109063   1.105776   0.436670
2.110635   1.103698   0.428504
2.112206   1.101618   0.420309
2.113778   1.099533   0.412084
2.115350   1.097446   0.403831
2.116921   1.095355   0.395548
2.118493   1.093260   0.387235
2.120064   1.091162   0.378894
2.121636   1.089061   0.370522
2.123207   1.086956   0.362122
2.124779   1.084849   0.353691
2.126351   1.082737   0.345231
2.127922   1.080623   0.336741
2.129494   1.078505   0.328222
2.131065   1.076384   0.319672
2.132637   1.074260   0.311093
2.134209   1.072132   0.302484
2.135780   1.070002   0.293844
2.137352   1.067868   0.285175
2.138923   1.065731   0.276475
2.140495   1.063591   0.267746
2.142066   1.061448   0.258986
2.143638   1.059301   0.250196
2.145210   1.057152   0.241375
2.146781   1.055000   0.232524
2.148353   1.052844   0.223642
2.149924   1.050686   0.214730
2.151496   1.048525   0.205787
2.153068   1.046361   0.196814
2.154639   1.044193   0.187810
2.156211   1.042023   0.178775
2.157782   1.039850   0.169709
2.159354   1.037675   0.160612
2.160925   1.035496   0.151484
2.162497   1.033314   0.142325
2.164069   1.031130   0.133135
2.165640   1.028943   0.123913
2.167212   1.026753   0.114661
2.168783   1.024561   0.105377
2.170355   1.022365   0.096062
2.171926   1.020167   0.086715
2.173498   1.017967   0.077336
2.175070   1.015764   0.067926
2.176641   1.013558   0.058485
2.178213   1.011349   0.049011
2.179784   1.009138   0.039506
2.181356   1.006924   0.029969
2.182928   1.004708   0.020400
2.184499   1.002490   0.010799
2.186071   1.000268   0.001166
2.187642   0.998045   -0.008500
2.189214   0.995819   -0.018197
2.190785   0.993590   -0.027927
2.192357   0.991359   -0.037690
2.193929   0.989126   -0.047484
2.195500   0.986890   -0.057312
2.197072   0.984652   -0.067172
2.198643   0.982412   -0.077064
2.200215   0.980169   -0.086990
2.201787   0.977924   -0.096948
2.203358   0.975677   -0.106939
2.204930   0.973428   -0.116963
2.206501   0.971176   -0.127020
2.208073   0.968922   -0.137110
2.209644   0.966666   -0.147234
2.211216   0.964408   -0.157391
2.212788   0.962148   -0.167581
2.214359   0.959886   -0.177804
2.215931   0.957621   -0.188062
2.217502   0.955355   -0.198352
2.219074   0.953087   -0.208677
2.220646   0.950816   -0.219035
2.222217   0.948544   -0.229427
2.223789   0.946269   -0.239853
2.225360   0.943993   -0.250313
2.226932   0.941715   -0.260807
2.228503   0.939435   -0.271335
2.230075   0.937152   -0.281897
2.231647   0.934869   -0.292494
2.233218   0.932583   -0.303125
2.234790   0.930295   -0.313791
2.236361   0.928006   -0.324491
2.237933   0.925715   -0.335226
2.239505   0.923422   -0.345996
2.241076   0.921128   -0.356801
2.242648   0.918832   -0.367640
2.244219   0.916534   -0.378515
2.245791   0.914234   -0.389424
2.247362   0.911933   -0.400369
2.248934   0.909631   -0.411349
2.250506   0.907326   -0.422365
2.252077   0.905020   -0.433416
2.253649   0.902713   -0.444503
2.255220   0.900404   -0.455625
2.256792   0.898094   -0.466783
2.258364   0.895782   -0.477976
2.259935   0.893469   -0.489206
2.261507   0.891154   -0.500472
2.263078   0.888838   -0.511774
2.264650   0.886521   -0.523112
2.266221   0.884202   -0.534486
2.267793   0.881882   -0.545897
2.269365   0.879560   -0.557344
2.270936   0.877238   -0.568828
2.272508   0.874914   -0.580348
2.274079   0.872588   -0.591905
2.275651   0.870262   -0.603499
2.277222   0.867934   -0.615130
2.278794   0.865606   -0.626799
2.280366   0.863276   -0.638504
2.281937   0.860945   -0.650247
2.283509   0.858613   -0.662027
2.285080   0.856280   -0.673844
2.286652   0.853945   -0.685699
2.288224   0.851610   -0.697592
2.289795   0.849274   -0.709522
2.291367   0.846937   -0.721491
2.292938   0.844598   -0.733497
2.294510   0.842259   -0.745542
2.296081   0.839919   -0.757624
2.297653   0.837578   -0.769745
2.299225   0.835237   -0.781905
2.300796   0.832894   -0.794103
2.302368   0.830551   -0.806339
2.303939   0.828206   -0.818615
2.305511   0.825861   -0.830929
2.307083   0.823516   -0.843282
2.308654   0.821169   -0.855674
2.310226   0.818822   -0.868106
2.311797   0.816474   -0.880577
2.313369   0.814125   -0.893087
2.314940   0.811776   -0.905636
2.316512   0.809427   -0.918226
2.318084   0.807076   -0.930855
2.319655   0.804725   -0.943524
2.321227   0.802374   -0.956232
2.322798   0.800022   -0.968982
2.324370   0.797669   -0.981771
2.325942   0.795316   -0.994600
2.327513   0.792963   -1.007470
2.329085   0.790609   -1.020381
2.330656   0.788255   -1.033332
2.332228   0.785900   -1.046324
2.333799   0.783546   -1.059357
2.335371   0.781190   -1.072432
2.336943   0.778835   -1.085547
2.338514   0.776479   -1.098704
2.340086   0.774123   -1.111902
2.341657   0.771766   -1.125141
2.343229   0.769410   -1.138423
2.344801   0.767053   -1.151746
2.346372   0.764696   -1.165111
2.347944   0.762339   -1.178518
2.349515   0.759982   -1.191968
2.351087   0.757625   -1.205459
2.352658   0.755267   -1.218994
2.354230   0.752910   -1.232571
2.355802   0.750552   -1.246190
2.357373   0.748195   -1.259853
2.358945   0.745837   -1.273558
2.360516   0.743480   -1.287307
2.362088   0.741123   -1.301098
2.363660   0.738766   -1.314934
2.365231   0.736408   -1.328813
2.366803   0.734051   -1.342735
2.368374   0.731695   -1.356702
2.369946   0.729338   -1.370712
2.371517   0.726981   -1.384766
2.373089   0.724625   -1.398865
2.374661   0.722269   -1.413008
2.376232   0.719914   -1.427196
2.377804   0.717558   -1.441428
2.379375   0.715203   -1.455706
2.380947   0.712848   -1.470028
2.382518   0.710494   -1.484395
2.384090   0.708140   -1.498808
2.385662   0.705787   -1.513266
2.387233   0.703433   -1.527770
2.388805   0.701081   -1.542319
2.390376   0.698729   -1.556914
2.391948   0.696377   -1.571556
2.393520   0.694026   -1.586243
2.395091   0.691675   -1.600977
2.396663   0.689325   -1.615758
2.398234   0.686976   -1.630585
2.399806   0.684627   -1.645459
2.401377   0.682279   -1.660380
2.402949   0.679932   -1.675348
2.404521   0.677585   -1.690364
2.406092   0.675239   -1.705427
2.407664   0.672893   -1.720537
2.409235   0.670549   -1.735696
2.410807   0.668205   -1.750902
2.412379   0.665862   -1.766157
2.413950   0.663520   -1.781460
2.415522   0.661179   -1.796811
2.417093   0.658838   -1.812211
2.418665   0.656499   -1.827660
2.420236   0.654160   -1.843158
2.421808   0.651823   -1.858705
2.423380   0.649486   -1.874302
2.424951   0.647150   -1.889948
2.426523   0.644816   -1.905643
2.428094   0.642482   -1.921389
2.429666   0.640150   -1.937185
2.431238   0.637818   -1.953031
2.432809   0.635488   -1.968927
2.434381   0.633159   -1.984874
2.435952   0.630831   -2.000872
2.437524   0.628504   -2.016921
2.439095   0.626178   -2.033021
2.440667   0.623854   -2.049173
2.442239   0.621530   -2.065376
2.443810   0.619209   -2.081630
2.445382   0.616888   -2.097937
2.446953   0.614569   -2.114296
2.448525   0.612251   -2.130708
2.450097   0.609934   -2.147171
2.451668   0.607619   -2.163688
2.453240   0.605305   -2.180258
2.454811   0.602993   -2.196880
2.456383   0.600682   -2.213557
2.457954   0.598372   -2.230286
2.459526   0.596064   -2.247070
2.461098   0.593758   -2.263907
2.462669   0.591453   -2.280799
2.464241   0.589150   -2.297745
2.465812   0.586848   -2.314745
2.467384   0.584548   -2.331801
2.468956   0.582249   -2.348911
2.470527   0.579952   -2.366077
2.472099   0.577657   -2.383298
2.473670   0.575364   -2.400575
2.475242   0.573072   -2.417908
2.476813   0.570782   -2.435297
2.478385   0.568494   -2.452743
2.479957   0.566207   -2.470245
2.481528   0.563923   -2.487804
2.483100   0.561640   -2.505419
2.484671   0.559359   -2.523093
2.486243   0.557080   -2.540823
2.487814   0.554803   -2.558612
2.489386   0.552528   -2.576458
2.490958   0.550255   -2.594363
2.492529   0.547983   -2.612326
2.494101   0.545714   -2.630348
2.495672   0.543447   -2.648429
2.497244   0.541182   -2.666569
2.498816   0.538919   -2.684769
2.500387   0.536658   -2.703028
2.501959   0.534399   -2.721347
2.503530   0.532142   -2.739726
2.505102   0.529887   -2.758166
2.506673   0.527635   -2.776667
2.508245   0.525384   -2.795228
2.509817   0.523136   -2.813851
2.511388   0.520890   -2.832536
2.512960   0.518647   -2.851282
2.514531   0.516406   -2.870090
2.516103   0.514167   -2.888960
2.517675   0.511930   -2.907893
2.519246   0.509696   -2.926889
2.520818   0.507464   -2.945948
2.522389   0.505234   -2.965071
2.523961   0.503007   -2.984257
2.525532   0.500783   -3.003507
2.527104   0.498561   -3.022821
2.528676   0.496341   -3.042200
2.530247   0.494124   -3.061644
2.531819   0.491909   -3.081153
2.533390   0.489697   -3.100727
2.534962   0.487487   -3.120367
2.536534   0.485280   -3.140073
2.538105   0.483076   -3.159845
2.539677   0.480874   -3.179684
2.541248   0.478675   -3.199590
2.542820   0.476479   -3.219563
2.544391   0.474285   -3.239603
2.545963   0.472094   -3.259711
2.547535   0.469906   -3.279888
2.549106   0.467721   -3.300133
2.550678   0.465538   -3.320447
2.552249   0.463358   -3.340830
2.553821   0.461181   -3.361282
2.555393   0.459007   -3.381804
2.556964   0.456836   -3.402396
2.558536   0.454668   -3.423059
2.560107   0.452502   -3.443792
2.561679   0.450340   -3.464597
2.563250   0.448180   -3.485473
2.564822   0.446024   -3.506420
2.566394   0.443870   -3.527440
2.567965   0.441720   -3.548533
2.569537   0.439572   -3.569698
2.571108   0.437428   -3.590936
2.572680   0.435286   -3.612248
2.574252   0.433148   -3.633634
2.575823   0.431013   -3.655095
2.577395   0.428881   -3.676629
2.578966   0.426753   -3.698239
2.580538   0.424627   -3.719924
2.582109   0.422505   -3.741686
2.583681   0.420385   -3.763523
2.585253   0.418270   -3.785436
2.586824   0.416157   -3.807427
2.588396   0.414048   -3.829495
2.589967   0.411942   -3.851641
2.591539   0.409839   -3.873865
2.593110   0.407740   -3.896167
2.594682   0.405644   -3.918548
2.596254   0.403552   -3.941009
2.597825   0.401463   -3.963549
2.599397   0.399377   -3.986169
2.600968   0.397295   -4.008870
2.602540   0.395216   -4.031652
2.604112   0.393141   -4.054516
2.605683   0.391069   -4.077461
2.607255   0.389001   -4.100489
2.608826   0.386937   -4.123599
2.610398   0.384876   -4.146792
2.611969   0.382819   -4.170069
2.613541   0.380765   -4.193430
2.615113   0.378715   -4.216876
2.616684   0.376669   -4.240406
2.618256   0.374626   -4.264022
2.619827   0.372587   -4.287724
2.621399   0.370552   -4.311512
2.622971   0.368520   -4.335387
2.624542   0.366492   -4.359349
2.626114   0.364469   -4.383400
2.627685   0.362448   -4.407538
2.629257   0.360432   -4.431765
2.630828   0.358420   -4.456082
2.632400   0.356411   -4.480488
2.633972   0.354406   -4.504984
2.635543   0.352406   -4.529572
2.637115   0.350409   -4.554250
2.638686   0.348416   -4.579021
2.640258   0.346427   -4.603883
2.641830   0.344442   -4.628839
2.643401   0.342461   -4.653888
2.644973   0.340484   -4.679031
2.646544   0.338511   -4.704269
2.648116   0.336542   -4.729601
2.649687   0.334578   -4.755029
2.651259   0.332617   -4.780554
2.652831   0.330661   -4.806175
2.654402   0.328708   -4.831893
2.655974   0.326760   -4.857709
2.657545   0.324816   -4.883624
2.659117   0.322876   -4.909638
2.660689   0.320941   -4.935751
2.662260   0.319009   -4.961965
2.663832   0.317082   -4.988280
2.665403   0.315160   -5.014696
2.666975   0.313241   -5.041214
2.668546   0.311327   -5.067835
2.670118   0.309417   -5.094559
2.671690   0.307511   -5.121387
2.673261   0.305610   -5.148320
2.674833   0.303714   -5.175358
2.676404   0.301821   -5.202502
2.677976   0.299933   -5.229753
2.679548   0.298050   -5.257111
2.681119   0.296171   -5.284576
2.682691   0.294296   -5.312151
2.684262   0.292426   -5.339835
2.685834   0.290561   -5.367629
2.687405   0.288700   -5.395533
2.688977   0.286844   -5.423549
2.690549   0.284992   -5.451678
2.692120   0.283144   -5.479919
2.693692   0.281302   -5.508274
2.695263   0.279464   -5.536743
2.696835   0.277631   -5.565327
2.698406   0.275802   -5.594027
2.699978   0.273978   -5.622844
2.701550   0.272159   -5.651778
2.703121   0.270344   -5.680831
2.704693   0.268534   -5.710003
2.706264   0.266729   -5.739294
2.707836   0.264929   -5.768706
2.709408   0.263133   -5.798239
2.710979   0.261343   -5.827895
2.712551   0.259557   -5.857674
2.714122   0.257776   -5.887577
2.715694   0.256000   -5.917604
2.717265   0.254228   -5.947758
2.718837   0.252462   -5.978038
2.720409   0.250701   -6.008445
2.721980   0.248944   -6.038981
2.723552   0.247193   -6.069645
2.725123   0.245446   -6.100441
2.726695   0.243704   -6.131367
2.728267   0.241968   -6.162425
2.729838   0.240236   -6.193616
2.731410   0.238510   -6.224941
2.732981   0.236788   -6.256401
2.734553   0.235072   -6.287997
2.736124   0.233360   -6.319730
2.737696   0.231654   -6.351601
2.739268   0.229953   -6.383610
2.740839   0.228257   -6.415760
2.742411   0.226566   -6.448050
2.743982   0.224880   -6.480483
2.745554   0.223200   -6.513058
2.747126   0.221525   -6.545778
2.748697   0.219855   -6.578643
2.750269   0.218190   -6.611654
2.751840   0.216530   -6.644813
2.753412   0.214876   -6.678120
2.754983   0.213227   -6.711577
2.756555   0.211583   -6.745185
2.758127   0.209945   -6.778945
2.759698   0.208312   -6.812859
2.761270   0.206684   -6.846926
2.762841   0.205062   -6.881150
2.764413   0.203445   -6.915530
2.765985   0.201833   -6.950069
2.767556   0.200227   -6.984767
2.769128   0.198627   -7.019625
2.770699   0.197031   -7.054646
2.772271   0.195442   -7.089830
2.773842   0.193857   -7.125178
2.775414   0.192278   -7.160693
2.776986   0.190705   -7.196375
2.778557   0.189137   -7.232225
2.780129   0.187575   -7.268246
2.781700   0.186019   -7.304438
2.783272   0.184467   -7.340804
2.784844   0.182922   -7.377343
2.786415   0.181382   -7.414059
2.787987   0.179848   -7.450952
2.789558   0.178319   -7.488023
2.791130   0.176796   -7.525276
2.792701   0.175279   -7.562710
2.794273   0.173767   -7.600328
2.795845   0.172261   -7.638131
2.797416   0.170761   -7.676121
2.798988   0.169266   -7.714299
2.800559   0.167777   -7.752667
2.802131   0.166294   -7.791227
2.803702   0.164817   -7.829981
2.805274   0.163345   -7.868930
2.806846   0.161880   -7.908075
2.808417   0.160420   -7.947420
2.809989   0.158966   -7.986965
2.811560   0.157517   -8.026713
2.813132   0.156075   -8.066664
2.814704   0.154639   -8.106822
2.816275   0.153208   -8.147188
